symbol	file	line	consumer_type	text
operation_id	admin_core/operator_observability.py	348	admin_core_read_model_or_pipeline	def evidence_refs_for_operation(repo_root, path, operation_id):
operation_id	admin_core/operator_observability.py	350	admin_core_read_model_or_pipeline	evidence_dir = first_existing_evidence_dir(repo_root, operation_id)
operation_id	admin_core/operator_observability.py	363	admin_core_read_model_or_pipeline	operation_id = block_id_from_path(path)
operation_id	admin_core/operator_observability.py	367	admin_core_read_model_or_pipeline	evidence_refs = evidence_refs_for_operation(repo_root, path, operation_id)
operation_id	admin_core/operator_observability.py	383	admin_core_read_model_or_pipeline	"operation_id": operation_id,
operation_id	admin_core/operator_observability.py	412	admin_core_read_model_or_pipeline	def evidence_file_record(repo_root, operation_id, path, kind="evidence_file"):
operation_id	admin_core/operator_observability.py	425	admin_core_read_model_or_pipeline	search_text = " ".join([operation_id, rel, path.name, excerpt.get("excerpt", "")[:2000]]).lower()
operation_id	admin_core/operator_observability.py	429	admin_core_read_model_or_pipeline	"operation_id": operation_id,
operation_id	admin_core/operator_observability.py	450	admin_core_read_model_or_pipeline	operation_id = operation.get("operation_id", "")
operation_id	admin_core/operator_observability.py	453	admin_core_read_model_or_pipeline	record = evidence_file_record(repo_root, operation_id, report_path, kind="report")
operation_id	admin_core/operator_observability.py	465	admin_core_read_model_or_pipeline	record = evidence_file_record(repo_root, operation_id, path)
operation_id	admin_core/operator_observability.py	499	admin_core_read_model_or_pipeline	operation.get("operation_id"),
operation_id	admin_core/operator_observability.py	514	admin_core_read_model_or_pipeline	results.append({"kind": "operation", "score": 2 if query and query in str(operation.get("operation_id", "")).lower() else 1, "operation": operation})
operation_id	admin_core/operator_observability.py	523	admin_core_read_model_or_pipeline	results = sorted(results, key=lambda row: (row.get("score", 0), row.get("operation", row.get("evidence", {})).get("operation_id", "")), reverse=True)
operation_id	admin_core/operator_observability.py	582	admin_core_read_model_or_pipeline	"operations_by_id": {item["operation_id"]: item for item in operations},
operation_id	admin_core/operator_observability.py	589	admin_core_read_model_or_pipeline	def operation_detail(repo_root, operation_id):
operation_id	admin_core/operator_observability.py	591	admin_core_read_model_or_pipeline	operation = archive.get("operations_by_id", {}).get(operation_id)
operation_id	admin_core/operator_observability.py	593	admin_core_read_model_or_pipeline	return {"error": "operation_not_found", "operation_id": operation_id, "preview_only": True, "execution_allowed_now": False}
operation_id	admin_core/operator_observability.py	610	admin_core_read_model_or_pipeline	def multi_operator_audit_model(operation_id="", now=None):
operation_id	admin_core/operator_observability.py	617	admin_core_read_model_or_pipeline	"operation_id": operation_id,
selected_move_count	admin_core/operator_observability.py	634	admin_core_read_model_or_pipeline	"selected_move_count_match_required": True,
operation_id	admin_core/operator_observability.py	648	admin_core_read_model_or_pipeline	def audit_export_preview(repo_root, operation_id=""):
operation_id	admin_core/operator_observability.py	651	admin_core_read_model_or_pipeline	selected_id = operation_id or (archive.get("timeline") or [{}])[0].get("operation_id", "")
operation_id	admin_core/operator_observability.py	666	admin_core_read_model_or_pipeline	"operation_id": selected_id,
operation_id	admin_core/operator_observability.py	679	admin_core_read_model_or_pipeline	f"Operation: {operation.get('operation_id', selected_id)}",
operation_id	admin_core/operator_observability.py	700	admin_core_read_model_or_pipeline	"operation_id": selected_id,
operation_id	admin_core/operator_observability.py	730	admin_core_read_model_or_pipeline	def execution_governance_preview(repo_root, approval_preview=None, operation_id=""):
operation_id	admin_core/operator_observability.py	739	admin_core_read_model_or_pipeline	selected_id = operation_id or (archive.get("timeline") or [{}])[0].get("operation_id", "")
selected_moves	admin_core/operator_observability.py	767	admin_core_read_model_or_pipeline	"selected_moves_must_remain": 0,
operation_id	admin_core/operator_observability.py	772	admin_core_read_model_or_pipeline	"operation_id": selected_id,
operation_id	admin_core/operator_observability.py	782	admin_core_read_model_or_pipeline	"operation_id": selected_id,
restore_barrier	admin_core/operator_observability.py	815	admin_core_read_model_or_pipeline	"restore_barrier_required": True,
selected_moves	admin_core/operator_observability.py	817	admin_core_read_model_or_pipeline	"clearance_max_selected_moves": generation.get("clearance_max_selected_moves", 0),
selected_move_count	admin_core/operator_observability.py	818	admin_core_read_model_or_pipeline	"selected_move_count": generation.get("selected_move_count", 0),
restore_barrier	admin_core/operator_observability.py	894	admin_core_read_model_or_pipeline	"requires": ["restore_settle_go", "restore_barrier", "generation_clearance"],
operation_id	admin_core/operator_observability.py	909	admin_core_read_model_or_pipeline	"operation_id": selected_id,
selected_moves	admin_core/operator_observability.py	931	admin_core_read_model_or_pipeline	"selected_moves_changed",
operation_id	admin_core/operator_observability.py	946	admin_core_read_model_or_pipeline	def execution_rehearsal_preview(repo_root, execution_preview=None, operation_id=""):
operation_id	admin_core/operator_observability.py	948	admin_core_read_model_or_pipeline	execution_preview = execution_preview or execution_governance_preview(repo_root, operation_id=operation_id)
operation_id	admin_core/operator_observability.py	949	admin_core_read_model_or_pipeline	operation_id = operation_id or execution_preview.get("operation_id") or "latest"
operation_id	admin_core/operator_observability.py	954	admin_core_read_model_or_pipeline	"operation_id": operation_id,
operation_id	admin_core/operator_observability.py	1031	admin_core_read_model_or_pipeline	"operation_id": operation_id,
operation_id	admin_core/operator_observability.py	1108	admin_core_read_model_or_pipeline	"operation_id": path.stem.replace("BLOCK_", ""),
selected_moves	admin_core/operator_observability.py	1160	admin_core_read_model_or_pipeline	selected = data.get("selected_moves")
selected_moves	admin_core/operator_observability.py	1162	admin_core_read_model_or_pipeline	selected = summary.get("selected_moves")
candidate_moves_total	admin_core/operator_observability.py	1167	admin_core_read_model_or_pipeline	"candidate_moves_total": int(summary.get("candidate_moves_total") or summary.get("candidate_moves") or 0),
selected_moves	admin_core/operator_observability.py	1171	admin_core_read_model_or_pipeline	"selected_moves": selected if isinstance(selected, list) else [],
candidate_moves_total	admin_core/operator_observability.py	1176	admin_core_read_model_or_pipeline	"candidate_moves_total": 0,
selected_moves	admin_core/operator_observability.py	1179	admin_core_read_model_or_pipeline	"freshness": {"state": "MISSING", "stale": True, "stale_reasons": ["selected_moves_source_missing"]},
selected_moves	admin_core/operator_observability.py	1180	admin_core_read_model_or_pipeline	"selected_moves": [],
selected_moves	admin_core/operator_observability.py	1196	admin_core_read_model_or_pipeline	"clearance_max_selected_moves": int(data.get("clearance_max_selected_moves") or 0),
selected_moves	admin_core/operator_observability.py	1256	admin_core_read_model_or_pipeline	def delayed_movement_summary(repo_root, event_dir, selected_moves):
selected_moves	admin_core/operator_observability.py	1271	admin_core_read_model_or_pipeline	"selected_moves": selected_moves.get("count", 0),
selected_moves	admin_core/operator_observability.py	1279	admin_core_read_model_or_pipeline	def governance_verdict(repo_root, selected_moves, targets, barrier):
selected_moves	admin_core/operator_observability.py	1283	admin_core_read_model_or_pipeline	if selected_moves.get("count", 0) > 0:
selected_moves	admin_core/operator_observability.py	1284	admin_core_read_model_or_pipeline	blockers.append("selected_moves_nonzero")
restore_barrier	admin_core/operator_observability.py	1288	admin_core_read_model_or_pipeline	blockers.append("restore_barrier_missing")
selected_moves	admin_core/operator_observability.py	1340	admin_core_read_model_or_pipeline	selected = model.get("selected_moves", {})
restore_barrier	admin_core/operator_observability.py	1342	admin_core_read_model_or_pipeline	barrier = model.get("restore_barrier", {})
selected_moves	admin_core/operator_observability.py	1351	admin_core_read_model_or_pipeline	stale_reasons.extend(selected.get("freshness", {}).get("stale_reasons") or ["selected_moves_stale"])
restore_barrier	admin_core/operator_observability.py	1353	admin_core_read_model_or_pipeline	stale_reasons.append("restore_barrier_missing")
selected_moves	admin_core/operator_observability.py	1355	admin_core_read_model_or_pipeline	stale_reasons.append("selected_moves_nonzero_preview_only")
selected_moves	admin_core/operator_observability.py	1382	admin_core_read_model_or_pipeline	"selected_moves_fingerprint_match",
restore_barrier	admin_core/operator_observability.py	1385	admin_core_read_model_or_pipeline	"restore_barrier_present",
selected_moves	admin_core/operator_observability.py	1392	admin_core_read_model_or_pipeline	"selected_moves": selected.get("selected_moves") or [],
selected_move_count	admin_core/operator_observability.py	1405	admin_core_read_model_or_pipeline	"selected_move_count": selected_count,
selected_moves	admin_core/operator_observability.py	1406	admin_core_read_model_or_pipeline	"clearance_max_selected_moves": int(barrier.get("clearance_max_selected_moves") or 0),
selected_moves	admin_core/operator_observability.py	1444	admin_core_read_model_or_pipeline	"selected_moves",
selected_moves	admin_core/operator_observability.py	1509	admin_core_read_model_or_pipeline	"selected_moves": selected.get("count", 0),
restore_barrier	admin_core/operator_observability.py	1510	admin_core_read_model_or_pipeline	"restore_barrier_status": "active" if barrier.get("active") else ("expired" if barrier.get("expired") else ("missing" if barrier.get("freshness", {}).get("state") == "MISSING" else "inactive")),
selected_moves	admin_core/operator_observability.py	1527	admin_core_read_model_or_pipeline	"selected_moves": selected,
restore_barrier	admin_core/operator_observability.py	1528	admin_core_read_model_or_pipeline	"restore_barrier": barrier,
operation_id	admin_core/operator_observability.py	1558	admin_core_read_model_or_pipeline	def build_operator_operation_detail(operation_id, repo_root=None):
operation_id	admin_core/operator_observability.py	1559	admin_core_read_model_or_pipeline	return operation_detail(Path(repo_root or Path.cwd()), operation_id)
operation_id	admin_core/operator_observability.py	1574	admin_core_read_model_or_pipeline	def build_operator_audit_export_preview(operation_id="", repo_root=None):
operation_id	admin_core/operator_observability.py	1575	admin_core_read_model_or_pipeline	return audit_export_preview(Path(repo_root or Path.cwd()), operation_id=operation_id)
operation_id	admin_core/operator_observability.py	1578	admin_core_read_model_or_pipeline	def build_operator_execution_governance_preview(operation_id="", repo_root=None):
operation_id	admin_core/operator_observability.py	1579	admin_core_read_model_or_pipeline	return execution_governance_preview(Path(repo_root or Path.cwd()), operation_id=operation_id)
operation_id	admin_core/operator_observability.py	1582	admin_core_read_model_or_pipeline	def build_operator_execution_rehearsal_preview(operation_id="", repo_root=None):
operation_id	admin_core/operator_observability.py	1583	admin_core_read_model_or_pipeline	return execution_rehearsal_preview(Path(repo_root or Path.cwd()), operation_id=operation_id)
decisions	admin_core/route_views.py	97	admin_core_read_model_or_pipeline	decisions_by_domain = {item.get("domain"): item for item in decision.get("items", [])}
decisions	admin_core/route_views.py	131	admin_core_read_model_or_pipeline	row["decision"] = decisions_by_domain.get(domain, {})
decisions	admin_core/routing_brain.py	4	admin_core_read_model_or_pipeline	owning runtime decisions. Runtime Planner decides, Governance authorizes,
dynamic_blast_radius	admin_core/routing_brain.py	47	admin_core_read_model_or_pipeline	"dynamic_blast_radius_advice",
selected_moves	admin_core/routing_brain.py	60	admin_core_read_model_or_pipeline	"write_selected_moves_directly",
dynamic_blast_radius	admin_core/routing_brain.py	90	admin_core_read_model_or_pipeline	{"stage": "dynamic_blast_radius_recommendation", "owner": "RI.1 DynamicBlastRadiusModel", "classification": "EXTEND_AS_ADVICE"},
affected_users	admin_core/routing_brain.py	127	admin_core_read_model_or_pipeline	affected_users: int,
affected_users	admin_core/routing_brain.py	253	admin_core_read_model_or_pipeline	affected_users=affected_users,
selected_moves	admin_core/routing_brain.py	265	admin_core_read_model_or_pipeline	"selected_moves_write_authority": "none",
dynamic_blast_radius	admin_core/routing_brain.py	269	admin_core_read_model_or_pipeline	"dynamic_blast_radius_advice": blast,
affected_users	admin_core/routing_brain.py	282	admin_core_read_model_or_pipeline	affected_users: int,
affected_users	admin_core/routing_brain.py	290	admin_core_read_model_or_pipeline	affected_users=affected_users,
selected_moves	admin_core/routing_brain.py	329	admin_core_read_model_or_pipeline	"selected_moves_write_authority": "none",
selected_moves	admin_core/routing_brain.py	338	admin_core_read_model_or_pipeline	"selected_moves_write_authority": "none",
selected_moves	admin_core/routing_brain.py	371	admin_core_read_model_or_pipeline	"selected_moves_write_authority": "none",
affected_users	admin_core/routing_brain.py	386	admin_core_read_model_or_pipeline	affected_users: int,
affected_users	admin_core/routing_brain.py	416	admin_core_read_model_or_pipeline	affected_users=affected_users,
selected_moves	admin_core/routing_brain.py	435	admin_core_read_model_or_pipeline	"selected_moves_write_authority": "none",
selected_moves	admin_core/routing_brain.py	441	admin_core_read_model_or_pipeline	"selected_moves_write_authority": "none",
dynamic_blast_radius	admin_core/routing_brain.py	447	admin_core_read_model_or_pipeline	"dynamic_blast_radius_advice": blast,
selected_moves	admin_core/operator_decision_surface.py	472	admin_core_read_model_or_pipeline	"selected_moves_write_authority": "none",
restore_barrier	admin_core/operator_decision_surface.py	823	admin_core_read_model_or_pipeline	"action_chain": ["recommendation", "approval_packet", "snapshot_gate", "restore_barrier", "rollback_packet", "governance", "execution", "audit", "closure"],
selected_moves	admin_core/operator_execution_feedback.py	433	admin_core_read_model_or_pipeline	"selected_moves": execution_result.get("selected_moves") if isinstance(execution_result.get("selected_moves"), list) else [{
selected_moves	admin_core/operator_execution_feedback.py	507	admin_core_read_model_or_pipeline	"selected_moves": contract.get("selected_moves", []),
operation_id	admin_core/operator_execution_feedback.py	588	admin_core_read_model_or_pipeline	"decision_id": str(record.get("decision_id") or record.get("operation_id") or record.get("object_id") or ""),
restore_barrier	admin_core/operator_execution_feedback.py	720	admin_core_read_model_or_pipeline	"blocked_actions": ["direct_user_switch", "autoswitch_apply_without_restore_barrier", "execution_without_rollback_packet"],
restore_barrier	admin_core/events.py	294	admin_core_read_model_or_pipeline	{"from": "packet_preview", "to": "restore_barrier_preview", "state": "delegated_to_existing_pipeline"},
restore_barrier	admin_core/events.py	295	admin_core_read_model_or_pipeline	{"from": "restore_barrier_preview", "to": "rollback_preview", "state": "delegated_to_existing_pipeline"},
selected_move_hash	admin_core/operator_execution.py	45	admin_core_read_model_or_pipeline	"selected_move_hash",
operation_id	admin_core/operator_execution.py	59	admin_core_read_model_or_pipeline	"operation_id",
selected_move_hash	admin_core/operator_execution.py	60	admin_core_read_model_or_pipeline	"selected_move_hash",
selected_move_hash	admin_core/operator_execution.py	209	admin_core_read_model_or_pipeline	if expected.get("selected_move_hash") != EMPTY_SELECTED_MOVES_HASH:
selected_move_hash	admin_core/operator_execution.py	210	admin_core_read_model_or_pipeline	errors.append("selected_move_hash_invalid_for_zero_budget")
selected_move_hash	admin_core/operator_execution.py	247	admin_core_read_model_or_pipeline	if not expected.get("selected_move_hash") or expected.get("selected_move_hash") == EMPTY_SELECTED_MOVES_HASH:
selected_move_hash	admin_core/operator_execution.py	248	admin_core_read_model_or_pipeline	errors.append("selected_move_hash_missing_for_nonzero_budget")
selected_move_count	admin_core/operator_execution.py	249	admin_core_read_model_or_pipeline	if as_int(expected.get("selected_move_count"), 0) <= 0:
selected_move_count	admin_core/operator_execution.py	250	admin_core_read_model_or_pipeline	errors.append("selected_move_count_not_positive")
selected_move_count	admin_core/operator_execution.py	251	admin_core_read_model_or_pipeline	if expected.get("selected_move_count") and budget < as_int(expected.get("selected_move_count"), 0):
selected_move_count	admin_core/operator_execution.py	263	admin_core_read_model_or_pipeline	if len(rollback_items) != as_int(expected.get("selected_move_count"), 0):
operation_id	admin_core/operator_execution.py	266	admin_core_read_model_or_pipeline	if not item.get("user_ip") or not item.get("rollback_target") or not item.get("source_operation_id"):
selected_moves	admin_core/operator_execution.py	283	admin_core_read_model_or_pipeline	def selected_moves_state(state_dir):
selected_moves	admin_core/operator_execution.py	286	admin_core_read_model_or_pipeline	Path(state_dir) / "selected_moves.json",
selected_moves	admin_core/operator_execution.py	295	admin_core_read_model_or_pipeline	return {"count": -1, "hash": "", "source": str(path), "error": "selected_moves_unreadable"}
selected_moves	admin_core/operator_execution.py	296	admin_core_read_model_or_pipeline	moves = data.get("selected_moves", data if isinstance(data, list) else [])
selected_moves	admin_core/operator_execution.py	301	admin_core_read_model_or_pipeline	def selected_moves_from_plan(plan):
restore_barrier	admin_core/operator_execution.py	302	admin_core_read_model_or_pipeline	barrier = ((plan.get("safety") or {}).get("restore_barrier") or {})
selected_moves	admin_core/operator_execution.py	303	admin_core_read_model_or_pipeline	selected_count = as_int(barrier.get("clearance_selected_moves_before_guard"), 0)
selected_moves	admin_core/operator_execution.py	304	admin_core_read_model_or_pipeline	selected_hash = str(barrier.get("clearance_selected_moves_hash") or "")
selected_moves	admin_core/operator_execution.py	306	admin_core_read_model_or_pipeline	selected_moves = plan.get("selected_moves") or []
decisions	admin_core/operator_execution.py	310	admin_core_read_model_or_pipeline	decisions = plan.get("decisions") or []
selected_moves	admin_core/operator_execution.py	313	admin_core_read_model_or_pipeline	if selected_moves:
selected_moves	admin_core/operator_execution.py	314	admin_core_read_model_or_pipeline	source_rows = selected_moves
selected_moves	admin_core/operator_execution.py	315	admin_core_read_model_or_pipeline	source_kind = "selected_moves"
decisions	admin_core/operator_execution.py	320	admin_core_read_model_or_pipeline	source_rows = decisions
decisions	admin_core/operator_execution.py	321	admin_core_read_model_or_pipeline	source_kind = "decisions"
decisions	admin_core/operator_execution.py	323	admin_core_read_model_or_pipeline	if source_kind != "decisions" or (
recommended_egress	admin_core/operator_execution.py	325	admin_core_read_model_or_pipeline	and row.get("recommended_egress") != row.get("current_egress")
current_egress	admin_core/operator_execution.py	329	admin_core_read_model_or_pipeline	"current_egress": str(row.get("current_egress") or ""),
recommended_egress	admin_core/operator_execution.py	330	admin_core_read_model_or_pipeline	"recommended_egress": str(row.get("recommended_egress") or ""),
move_type	admin_core/operator_execution.py	331	admin_core_read_model_or_pipeline	"move_type": str(row.get("move_type") or ""),
current_egress	admin_core/operator_execution.py	339	admin_core_read_model_or_pipeline	"from": move["current_egress"],
recommended_egress	admin_core/operator_execution.py	340	admin_core_read_model_or_pipeline	"to": move["recommended_egress"],
move_type	admin_core/operator_execution.py	341	admin_core_read_model_or_pipeline	"move_type": move["move_type"],
recommended_egress	admin_core/operator_execution.py	350	admin_core_read_model_or_pipeline	"allowed_targets": sorted({move["recommended_egress"] for move in moves}),
selected_move_hash	admin_core/operator_execution.py	365	admin_core_read_model_or_pipeline	"selected_move_hash": selected_hash,
selected_move_hash	admin_core/operator_execution.py	369	admin_core_read_model_or_pipeline	"selected_move_hash": selected_hash,
selected_move_count	admin_core/operator_execution.py	370	admin_core_read_model_or_pipeline	"selected_move_count": selected_count,
selected_move_hash	admin_core/operator_execution.py	379	admin_core_read_model_or_pipeline	"selected_move_hash": selected_hash,
selected_move_count	admin_core/operator_execution.py	380	admin_core_read_model_or_pipeline	"selected_move_count": selected_count,
approved_plan_lock	admin_core/operator_execution.py	392	admin_core_read_model_or_pipeline	def approved_plan_lock_from_selected(selected, packet, packet_hash):
selected_move_hash	admin_core/operator_execution.py	401	admin_core_read_model_or_pipeline	"selected_move_hash": selected.get("selected_move_hash", ""),
selected_move_count	admin_core/operator_execution.py	402	admin_core_read_model_or_pipeline	"selected_move_count": as_int(selected.get("selected_move_count"), 0),
selected_moves	admin_core/operator_execution.py	403	admin_core_read_model_or_pipeline	"selected_moves": [
current_egress	admin_core/operator_execution.py	406	admin_core_read_model_or_pipeline	"current_egress": move["current_egress"],
recommended_egress	admin_core/operator_execution.py	407	admin_core_read_model_or_pipeline	"recommended_egress": move["recommended_egress"],
move_type	admin_core/operator_execution.py	408	admin_core_read_model_or_pipeline	"move_type": move.get("move_type", ""),
operation_id	admin_core/operator_execution.py	422	admin_core_read_model_or_pipeline	"operation_id": packet.get("operation_id", ""),
restore_barrier	admin_core/operator_execution.py	424	admin_core_read_model_or_pipeline	"restore_barrier_id": "",
restore_barrier	admin_core/operator_execution.py	425	admin_core_read_model_or_pipeline	"restore_barrier_hash": "",
approved_plan_lock	admin_core/operator_execution.py	441	admin_core_read_model_or_pipeline	lock = packet.get("approved_plan_lock") if isinstance(packet.get("approved_plan_lock"), dict) else {}
selected_moves	admin_core/operator_execution.py	442	admin_core_read_model_or_pipeline	lock_moves = lock.get("selected_moves") if isinstance(lock.get("selected_moves"), list) else []
operation_id	admin_core/operator_execution.py	446	admin_core_read_model_or_pipeline	"operation_id": str(packet.get("operation_id") or ""),
selected_move_hash	admin_core/operator_execution.py	449	admin_core_read_model_or_pipeline	"selected_move_hash": str(expected.get("selected_move_hash") or ""),
selected_move_count	admin_core/operator_execution.py	450	admin_core_read_model_or_pipeline	"selected_move_count": as_int(expected.get("selected_move_count"), 0),
current_egress	admin_core/operator_execution.py	452	admin_core_read_model_or_pipeline	"source": str(lock_move.get("current_egress") or ""),
recommended_egress	admin_core/operator_execution.py	453	admin_core_read_model_or_pipeline	"target": str(lock_move.get("recommended_egress") or ((constraints.get("allowed_targets") or [""])[0]) or ""),
selected_moves	admin_core/operator_execution.py	466	admin_core_read_model_or_pipeline	selected = selected_moves_from_preview(preview)
operation_id	admin_core/operator_execution.py	472	admin_core_read_model_or_pipeline	"operation_id": str(preview.get("operation_id") or ""),
selected_move_hash	admin_core/operator_execution.py	475	admin_core_read_model_or_pipeline	"selected_move_hash": str(selected.get("selected_move_hash") or ""),
selected_move_count	admin_core/operator_execution.py	476	admin_core_read_model_or_pipeline	"selected_move_count": as_int(selected.get("selected_move_count"), 0),
current_egress	admin_core/operator_execution.py	478	admin_core_read_model_or_pipeline	"source": str(move.get("current_egress") or ""),
recommended_egress	admin_core/operator_execution.py	479	admin_core_read_model_or_pipeline	"target": str(move.get("recommended_egress") or ""),
terminal_reason	admin_core/operator_execution.py	593	admin_core_read_model_or_pipeline	execution.get("terminal_reason"),
move_type	admin_core/operator_execution.py	633	admin_core_read_model_or_pipeline	"move_type": str(item.get("move_type") or ""),
operation_id	admin_core/operator_execution.py	635	admin_core_read_model_or_pipeline	"source_operation_id": str(item.get("source_operation_id") or packet.get("operation_id") or ""),
restore_barrier	admin_core/operator_execution.py	686	admin_core_read_model_or_pipeline	"restore_barrier_written_now": False,
restore_barrier	admin_core/operator_execution.py	766	admin_core_read_model_or_pipeline	"restore_barrier_or_explicit_no_rollback_classification",
restore_barrier	admin_core/operator_execution.py	778	admin_core_read_model_or_pipeline	"c5_restore_barrier_is_safety_preparation_not_transaction_log",
restore_barrier	admin_core/operator_execution.py	814	admin_core_read_model_or_pipeline	"restore_barrier_written_now": False,
selected_move_hash	admin_core/operator_execution.py	830	admin_core_read_model_or_pipeline	selected_move_hash="",
selected_move_hash	admin_core/operator_execution.py	842	admin_core_read_model_or_pipeline	"selected_move_hash": str(selected_move_hash or ""),
selected_move_hash	admin_core/operator_execution.py	862	admin_core_read_model_or_pipeline	selected_move_hash=preview.get("selected_move_hash", ""),
selected_move_hash	admin_core/operator_execution.py	884	admin_core_read_model_or_pipeline	selected_move_hash=expected.get("selected_move_hash", ""),
selected_move_hash	admin_core/operator_execution.py	975	admin_core_read_model_or_pipeline	"selected_move_hash_regeneration_allowed": False,
restore_barrier	admin_core/operator_execution.py	988	admin_core_read_model_or_pipeline	"restore_barrier_written_now": False,
operation_id	admin_core/operator_execution.py	1077	admin_core_read_model_or_pipeline	"operation_id": identity.get("operation_id", ""),
selected_move_hash	admin_core/operator_execution.py	1078	admin_core_read_model_or_pipeline	"selected_move_hash": identity.get("selected_move_hash", ""),
terminal_reason	admin_core/operator_execution.py	1161	admin_core_read_model_or_pipeline	lease["terminal_reason"] = str(reason or operation.get("terminal_reason") or status.lower())
terminal_reason	admin_core/operator_execution.py	1167	admin_core_read_model_or_pipeline	lease["operation_terminal_reason"] = str(operation.get("terminal_reason") or "")
operation_id	admin_core/operator_execution.py	1169	admin_core_read_model_or_pipeline	lease["operation_id"] = str(operation.get("operation_id") or state.get("operation_id") or "")
selected_move_hash	admin_core/operator_execution.py	1171	admin_core_read_model_or_pipeline	lease["selected_move_hash"] = str(state.get("selected_move_hash") or "")
approved_plan_lock	admin_core/operator_execution.py	1202	admin_core_read_model_or_pipeline	lock = packet.get("approved_plan_lock") or {}
